image,tp,fp,fn,small_tp,small_fn,tiny_side_tp,tiny_side_fn,detections,mean_confidence,illumination_mean,detector_route,gate_mode,residual_l1
datasets\VisDrone-LL\LL2\images\val\0000193_02029_d_0000114.jpg,11,20,82,6,76,2,54,1000,0.05263456702232361,0.04292706820382474,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02212_d_0000115.jpg,17,15,61,15,58,9,40,1000,0.048010293394327164,0.08814629478334544,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02416_d_0000116.jpg,1,10,49,1,46,0,39,1000,0.01989906094968319,0.14507437666424594,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02606_d_0000117.jpg,2,11,47,2,46,1,38,1000,0.01937384344637394,0.09549940994916485,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02725_d_0000118.jpg,2,17,37,2,36,1,29,1000,0.020375214517116547,0.09849842653110627,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00000_d_0000119.jpg,11,9,43,10,41,3,31,1000,0.03299553692340851,0.058739386649721614,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00200_d_0000120.jpg,12,19,64,7,60,7,52,1000,0.04501364752650261,0.023125574921326556,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00399_d_0000121.jpg,18,29,125,15,122,8,98,1000,0.053664494305849075,0.025426379811183734,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00625_d_0000122.jpg,23,21,60,18,55,3,37,1000,0.04461047425866127,0.0400051591624304,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00800_d_0000123.jpg,7,19,47,4,37,2,31,1000,0.02831595577299595,0.05925122549019608,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00998_d_0000124.jpg,8,10,34,4,33,3,22,1000,0.01870359666645527,0.1340644290123457,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_01192_d_0000125.jpg,5,12,18,1,17,0,15,1000,0.022183794528245926,0.189469029895909,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000196_04512_d_0000144.jpg,9,16,60,6,56,2,38,1000,0.03063913621008396,0.06766128056160736,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000199_01269_d_0000166.jpg,8,5,8,2,5,2,4,791,0.015365615487098694,0.040862208000484145,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_02500_d_0000240.jpg,14,19,80,11,74,5,54,1000,0.046832140535116196,0.09640224725030343,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_02965_d_0000241.jpg,38,65,56,16,46,5,31,1000,0.08078105002641678,0.08254356544617077,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_03478_d_0000242.jpg,42,66,73,12,58,2,38,1000,0.08556453138589859,0.1048601970584466,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_03920_d_0000243.jpg,43,38,121,7,91,0,56,1000,0.0784987136721611,0.12026516196636286,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_04405_d_0000244.jpg,36,33,70,8,54,2,39,1000,0.06961837410926819,0.11026581782270771,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_04998_d_0000245.jpg,38,36,99,14,80,3,48,1000,0.07275926321744919,0.0671545785557591,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_05340_d_0000246.jpg,40,14,98,14,81,8,54,1000,0.05951466038823128,0.07031704623410302,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_05745_d_0000247.jpg,34,16,67,6,49,3,26,1000,0.04871144890785217,0.08238137669523789,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00000_d_0000256.jpg,30,51,127,14,118,8,104,1000,0.061872921884059906,0.06523852439860989,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00447_d_0000257.jpg,34,54,19,6,11,1,7,1000,0.06342463940382004,0.0534619000233696,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00909_d_0000258.jpg,45,41,48,18,36,2,20,1000,0.060014184564352036,0.05184087191200971,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_01395_d_0000259.jpg,28,30,28,10,13,1,4,1000,0.047615211457014084,0.04685248509246066,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_01869_d_0000260.jpg,34,24,44,12,38,1,26,1000,0.047478049993515015,0.07866993087123353,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02319_d_0000261.jpg,37,27,70,14,59,6,38,1000,0.07061800360679626,0.0776730556120949,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02667_d_0000262.jpg,39,33,44,17,31,4,21,1000,0.061439819633960724,0.08424814362500094,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02932_d_0000263.jpg,27,15,21,3,15,0,8,1000,0.03507428616285324,0.06992923159267551,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_03226_d_0000264.jpg,9,4,14,1,11,0,10,1000,0.01645905151963234,0.04030697469299139,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000216_00520_d_0000001.jpg,36,12,73,19,59,1,54,1000,0.04212289676070213,0.05310371199614025,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000220_01242_d_0000004.jpg,8,9,29,4,21,0,13,990,0.01655641198158264,0.07797472804708303,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000223_01802_d_0000005.jpg,18,18,46,6,35,2,25,1000,0.03303961083292961,0.1217147633744856,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000237_00001_d_0000001.jpg,3,0,12,1,12,0,8,1000,0.009427168406546116,0.10368432280319535,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00001_d_0000001.jpg,13,4,29,10,18,8,15,884,0.022940414026379585,0.08438489469862019,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00500_d_0000002.jpg,11,8,42,7,34,6,24,1000,0.025106027722358704,0.11818482964173324,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00627_d_0000003.jpg,9,8,36,6,32,4,26,1000,0.024091824889183044,0.057488751210360685,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00843_d_0000004.jpg,2,1,0,0,0,0,0,206,0.013185910880565643,0.0580582864318567,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00963_d_0000005.jpg,4,4,9,0,5,0,0,1000,0.013212183490395546,0.03846157861292665,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01139_d_0000006.jpg,20,22,52,17,48,10,44,1000,0.042893294245004654,0.1078526612805616,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01475_d_0000007.jpg,36,21,29,22,23,13,16,1000,0.054325949400663376,0.08256992102396514,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01912_d_0000008.jpg,10,1,40,9,40,4,39,1000,0.01932515576481819,0.08508557250060518,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_02400_d_0000009.jpg,17,12,17,13,16,6,15,1000,0.02364049106836319,0.06839045479302833,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_02762_d_0000010.jpg,19,11,14,10,14,1,8,1000,0.03728535398840904,0.05753068264342774,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_03199_d_0000011.jpg,3,1,6,1,5,0,1,477,0.01110815443098545,0.08505471586782862,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_03668_d_0000012.jpg,10,17,31,2,27,1,19,1000,0.02870059199631214,0.11303743040426048,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_04116_d_0000013.jpg,3,3,5,1,4,0,4,573,0.011160611175000668,0.04832117677317841,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_04600_d_0000014.jpg,15,9,14,3,11,1,7,1000,0.028248244896531105,0.05757043542725732,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_05059_d_0000015.jpg,1,1,36,1,35,1,27,989,0.010001716203987598,0.06167324043815057,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_05570_d_0000016.jpg,10,8,22,8,22,5,15,1000,0.021683352068066597,0.08132250060518034,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_06010_d_0000017.jpg,3,1,38,3,37,1,37,819,0.009987075813114643,0.07611976519002663,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_06452_d_0000018.jpg,3,6,9,2,8,1,4,1000,0.013077513314783573,0.06260278231663036,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_00001_d_0000001.jpg,13,5,33,8,31,3,26,1000,0.023356033489108086,0.05839621157104818,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_00500_d_0000002.jpg,11,7,21,9,19,6,15,1000,0.02221044898033142,0.09407679738562091,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_01000_d_0000003.jpg,19,42,103,13,102,7,92,1000,0.058384429663419724,0.07758309882595013,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_01500_d_0000004.jpg,14,30,82,14,78,10,46,1000,0.0403711199760437,0.08609622367465505,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_02000_d_0000005.jpg,39,35,90,35,87,21,79,1000,0.06904824078083038,0.08992010862987171,lowlight,none,0.0
