image,tp,fp,fn,small_tp,small_fn,tiny_side_tp,tiny_side_fn,detections,mean_confidence,illumination_mean,detector_route,gate_mode,residual_l1
datasets\VisDrone-LL\LL2\images\val\0000086_01084_d_0000003.jpg,0,3,146,0,132,0,105,192,0.021100373938679695,0.079554012345679,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000086_01443_d_0000004.jpg,0,0,107,0,96,0,70,57,0.0028129343409091234,0.06388832909707093,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000086_01954_d_0000005.jpg,1,2,172,0,163,0,134,117,0.023750292137265205,0.0462814845073832,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_00180_d_0000026.jpg,0,0,1,0,0,0,0,8,0.014925073832273483,0.05229169399401437,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_00502_d_0000027.jpg,2,0,1,0,0,0,0,10,0.16856293380260468,0.04807621126112883,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_01734_d_0000028.jpg,1,0,3,0,0,0,0,16,0.05167523771524429,0.08701869944440675,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_02544_d_0000029.jpg,0,0,14,0,0,0,0,30,0.004293645266443491,0.043755572894286505,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_02964_d_0000030.jpg,3,5,7,0,0,0,0,139,0.04593610763549805,0.02974754430799617,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_03349_d_0000031.jpg,1,0,3,0,0,0,0,13,0.03394770622253418,0.12943903551424416,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_03738_d_0000032.jpg,1,3,2,0,0,0,0,25,0.10086014866828918,0.05648995861320307,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_04122_d_0000033.jpg,0,1,4,0,0,0,0,25,0.02485712617635727,0.06917080911564934,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_04513_d_0000034.jpg,0,0,2,0,0,0,0,4,0.001535331248305738,0.07408877807178235,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_04948_d_0000035.jpg,0,0,1,0,0,0,0,2,0.004442923702299595,0.025651280427588186,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000115_00315_d_0000080.jpg,3,4,58,0,56,0,47,29,0.09545211493968964,0.025175192144759138,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000115_00796_d_0000081.jpg,0,0,78,0,67,0,45,4,0.0025484610814601183,0.01984407528443476,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000115_01031_d_0000082.jpg,4,1,59,0,52,0,34,35,0.07543957233428955,0.02240263404744614,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_00351_d_0000083.jpg,0,1,74,0,65,0,34,62,0.009755951352417469,0.039433120007262165,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_00819_d_0000084.jpg,0,0,36,0,24,0,14,11,0.0058599356561899185,0.03460452977487291,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_01059_d_0000085.jpg,2,0,68,0,59,0,51,43,0.035185884684324265,0.035608992979908015,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_01338_d_0000086.jpg,0,0,54,0,47,0,40,11,0.002363627078011632,0.016320450556765915,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_00112_d_0000087.jpg,3,3,126,0,112,0,90,138,0.030091872438788414,0.019134182931150163,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_01326_d_0000088.jpg,5,4,57,0,34,0,28,113,0.047033973038196564,0.023266594296311373,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_01731_d_0000089.jpg,1,2,46,0,27,0,20,152,0.018051257357001305,0.01724864870977226,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_02708_d_0000090.jpg,1,0,99,0,64,0,41,90,0.016784651204943657,0.021790325741984605,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_03096_d_0000091.jpg,2,2,22,0,8,0,0,286,0.018419155851006508,0.01673597258972793,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000129_02411_d_0000138.jpg,0,0,186,0,73,0,69,3,0.0017834673635661602,0.053394223931856694,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_00001_d_0000001.jpg,3,0,52,1,46,0,33,28,0.06201311573386192,0.08427568234083757,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_00401_d_0000001.jpg,2,2,57,1,46,0,32,111,0.020310308784246445,0.10307061698136044,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_00801_d_0000001.jpg,2,0,47,1,39,0,32,37,0.02948429062962532,0.1429783572379569,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_01201_d_0000001.jpg,0,0,59,0,57,0,49,21,0.008119197562336922,0.1316708348462842,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_01601_d_0000001.jpg,1,3,62,0,57,0,52,105,0.029523462057113647,0.14067659162430404,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_01801_d_0000001.jpg,0,0,55,0,52,0,46,12,0.018085407093167305,0.15795809882595013,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_00001_d_0000001.jpg,1,0,50,0,43,0,34,60,0.01680123805999756,0.08548023329702252,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_00401_d_0000001.jpg,0,0,60,0,51,0,35,24,0.004871339071542025,0.10976710390946502,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_00801_d_0000001.jpg,0,2,72,0,67,0,53,47,0.023963898420333862,0.14480800653594772,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_01201_d_0000001.jpg,1,0,80,0,75,0,54,37,0.029358642175793648,0.15981345315904139,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_01601_d_0000001.jpg,0,0,101,0,86,0,68,11,0.00393682811409235,0.0905054163640765,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_02001_d_0000001.jpg,1,0,82,1,73,0,60,83,0.022379131987690926,0.11880798384168482,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_00001_d_0000001.jpg,1,0,96,0,73,0,52,51,0.015185237862169743,0.051069845376422174,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_00401_d_0000001.jpg,7,2,115,1,105,0,78,278,0.028029214590787888,0.06746253177196805,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_00801_d_0000001.jpg,0,0,106,0,86,0,72,34,0.013469479978084564,0.03972755537400145,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_01201_d_0000001.jpg,2,0,92,0,82,0,63,40,0.026377448812127113,0.05100577190752844,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_01601_d_0000001.jpg,2,1,71,1,62,0,38,76,0.020408784970641136,0.06052240680222706,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_01871_d_0000001.jpg,0,1,55,0,46,0,37,49,0.014811046421527863,0.07046777414669572,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_00001_d_0000001.jpg,4,3,30,2,24,0,16,92,0.040389303117990494,0.05187214808763012,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_00401_d_0000001.jpg,0,0,45,0,39,0,29,64,0.015737347304821014,0.0650063619583636,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_00801_d_0000001.jpg,0,4,30,0,25,0,14,75,0.031878381967544556,0.056363925199709515,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_01058_d_0000001.jpg,1,6,56,1,47,0,42,121,0.034417346119880676,0.06302363985717745,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000163_00001_d_0000001.jpg,0,0,69,0,58,0,41,37,0.008308316580951214,0.060124288913096104,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000163_00359_d_0000001.jpg,1,2,53,0,49,0,48,72,0.03020847588777542,0.09452010711692084,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000165_04325_d_0000105.jpg,1,0,28,0,14,0,5,10,0.09927763044834137,0.07652194913459211,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000166_00558_d_0000118.jpg,4,0,67,0,19,0,10,108,0.02671617642045021,0.03103398654986686,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_00000_d_0000103.jpg,0,0,63,0,54,0,40,29,0.005107771139591932,0.06966359537642218,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_01497_d_0000111.jpg,0,1,87,0,72,0,35,54,0.009607018902897835,0.04709800895666909,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_01705_d_0000112.jpg,0,0,134,0,117,0,83,34,0.0038309365045279264,0.07077249001452432,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_01876_d_0000113.jpg,1,0,106,0,97,0,71,81,0.0135003961622715,0.04378272512708787,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02029_d_0000114.jpg,1,0,92,0,82,0,56,25,0.019956935197114944,0.04292706820382474,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02212_d_0000115.jpg,0,0,78,0,73,0,49,208,0.0066194613464176655,0.08814629478334544,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02416_d_0000116.jpg,0,0,50,0,47,0,39,15,0.003929079044610262,0.14507437666424594,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02606_d_0000117.jpg,0,0,49,0,48,0,39,5,0.004354336764663458,0.09549940994916485,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02725_d_0000118.jpg,0,0,39,0,38,0,30,8,0.003324243938550353,0.09849842653110627,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00000_d_0000119.jpg,0,0,54,0,51,0,34,8,0.014748958870768547,0.058739386649721614,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00200_d_0000120.jpg,0,0,76,0,67,0,59,11,0.005689308047294617,0.023125574921326556,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00399_d_0000121.jpg,0,0,143,0,137,0,106,21,0.003181291511282325,0.025426379811183734,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00625_d_0000122.jpg,0,0,83,0,73,0,40,50,0.012368686497211456,0.0400051591624304,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00800_d_0000123.jpg,0,0,54,0,41,0,33,23,0.00939332414418459,0.05925122549019608,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00998_d_0000124.jpg,0,0,42,0,37,0,25,58,0.008534611202776432,0.1340644290123457,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_01192_d_0000125.jpg,2,0,21,0,18,0,15,80,0.025182217359542847,0.189469029895909,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000196_04512_d_0000144.jpg,0,0,69,0,62,0,40,23,0.01317934226244688,0.06766128056160736,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000199_01269_d_0000166.jpg,0,0,16,0,7,0,6,18,0.005672143772244453,0.040862208000484145,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_02500_d_0000240.jpg,0,0,94,0,85,0,59,12,0.006171877961605787,0.09640224725030343,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_02965_d_0000241.jpg,0,0,94,0,62,0,36,26,0.003881373442709446,0.08254356544617077,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_03478_d_0000242.jpg,0,0,115,0,70,0,40,45,0.010645256377756596,0.1048601970584466,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_03920_d_0000243.jpg,1,0,163,0,98,0,56,51,0.008478892035782337,0.12026516196636286,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_04405_d_0000244.jpg,0,0,106,0,62,0,41,10,0.005298676900565624,0.11026581782270771,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_04998_d_0000245.jpg,0,0,137,0,94,0,51,37,0.004207606427371502,0.0671545785557591,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_05340_d_0000246.jpg,0,0,138,0,95,0,62,24,0.0033069599885493517,0.07031704623410302,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_05745_d_0000247.jpg,0,0,101,0,55,0,29,84,0.005369550082832575,0.08238137669523789,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00000_d_0000256.jpg,0,0,157,0,132,0,112,55,0.008523774333298206,0.06523852439860989,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00447_d_0000257.jpg,0,1,53,0,17,0,8,97,0.014885945245623589,0.0534619000233696,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00909_d_0000258.jpg,1,1,92,0,54,0,22,110,0.017564207315444946,0.05184087191200971,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_01395_d_0000259.jpg,1,0,55,0,23,0,5,66,0.007758937310427427,0.04685248509246066,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_01869_d_0000260.jpg,0,1,78,0,50,0,27,64,0.020161952823400497,0.07866993087123353,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02319_d_0000261.jpg,0,0,107,0,73,0,44,47,0.00475769629701972,0.0776730556120949,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02667_d_0000262.jpg,1,0,82,0,48,0,25,124,0.019862689077854156,0.08424814362500094,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02932_d_0000263.jpg,2,1,46,0,18,0,8,124,0.01733194850385189,0.06992923159267551,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_03226_d_0000264.jpg,0,0,23,0,12,0,10,6,0.007159473840147257,0.04030697469299139,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000216_00520_d_0000001.jpg,0,0,109,0,78,0,55,5,0.0027429156471043825,0.05310371199614025,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000220_01242_d_0000004.jpg,0,0,37,0,25,0,13,6,0.003030984429642558,0.07797472804708303,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000223_01802_d_0000005.jpg,1,4,63,0,41,0,27,35,0.09461206942796707,0.1217147633744856,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000237_00001_d_0000001.jpg,1,0,14,0,13,0,8,36,0.01600095070898533,0.10368432280319535,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00001_d_0000001.jpg,3,3,39,1,27,0,23,95,0.042425960302352905,0.08438489469862019,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00500_d_0000002.jpg,1,1,52,0,41,0,30,43,0.04268905147910118,0.11818482964173324,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00627_d_0000003.jpg,1,5,44,0,38,0,30,58,0.06043235585093498,0.057488751210360685,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00843_d_0000004.jpg,0,0,2,0,0,0,0,10,0.01947115920484066,0.0580582864318567,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00963_d_0000005.jpg,0,0,13,0,5,0,0,20,0.004168712068349123,0.03846157861292665,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01139_d_0000006.jpg,1,3,71,0,65,0,54,77,0.041656456887722015,0.1078526612805616,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01475_d_0000007.jpg,5,0,60,1,44,0,29,127,0.036675095558166504,0.08256992102396514,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01912_d_0000008.jpg,1,2,49,0,49,0,43,20,0.09718383103609085,0.08508557250060518,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_02400_d_0000009.jpg,2,4,32,1,28,0,21,123,0.03498953580856323,0.06839045479302833,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_02762_d_0000010.jpg,0,0,33,0,24,0,9,19,0.003239980898797512,0.05753068264342774,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_03199_d_0000011.jpg,1,1,8,0,6,0,1,21,0.04235393553972244,0.08505471586782862,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_03668_d_0000012.jpg,0,0,41,0,29,0,20,28,0.005369521211832762,0.11303743040426048,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_04116_d_0000013.jpg,0,0,8,0,5,0,4,43,0.011847673915326595,0.04832117677317841,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_04600_d_0000014.jpg,3,0,26,0,14,0,8,77,0.031792644411325455,0.05757043542725732,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_05059_d_0000015.jpg,0,0,37,0,36,0,28,7,0.008990950882434845,0.06167324043815057,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_05570_d_0000016.jpg,0,0,32,0,30,0,20,30,0.005093835294246674,0.08132250060518034,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_06010_d_0000017.jpg,0,0,41,0,40,0,38,1,0.0038118024822324514,0.07611976519002663,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_06452_d_0000018.jpg,1,1,11,0,10,0,5,60,0.027940919622778893,0.06260278231663036,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_00001_d_0000001.jpg,3,5,43,1,38,0,29,140,0.04314595088362694,0.05839621157104818,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_00500_d_0000002.jpg,1,0,31,0,28,0,21,26,0.04324602708220482,0.09407679738562091,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_01000_d_0000003.jpg,2,2,120,1,114,0,99,87,0.03882327303290367,0.07758309882595013,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_01500_d_0000004.jpg,1,3,95,1,91,0,56,82,0.02558376081287861,0.08609622367465505,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_02000_d_0000005.jpg,2,10,127,2,120,0,100,120,0.05591243505477905,0.08992010862987171,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_02500_d_0000006.jpg,1,11,112,1,101,0,84,214,0.03608301281929016,0.14038428195352215,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_03000_d_0000007.jpg,0,0,44,0,39,0,28,23,0.008727414533495903,0.10950607449770032,lowlight,none,0.0
