image,tp,fp,fn,small_tp,small_fn,tiny_side_tp,tiny_side_fn,detections,mean_confidence,illumination_mean,detector_route,gate_mode,residual_l1
datasets\VisDrone-LL\LL2\images\val\0000024_00500_d_0000013.jpg,1,7,9,0,1,0,0,1000,0.01433267630636692,0.0876729000242072,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000024_01000_d_0000014.jpg,1,1,11,1,11,1,8,818,0.010875006206333637,0.0696586026385863,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000024_01543_d_0000015.jpg,5,1,3,1,0,0,0,975,0.010084794834256172,0.07304122791091745,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_00000_d_0000024.jpg,6,2,2,0,0,0,0,124,0.05034927651286125,0.06349551077639821,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_00500_d_0000025.jpg,12,1,3,1,0,0,0,299,0.03490111976861954,0.08707504655072333,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_01000_d_0000026.jpg,16,3,9,1,2,0,0,275,0.057918790727853775,0.06844502114571319,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_01500_d_0000027.jpg,9,3,1,0,0,0,0,97,0.09095685184001923,0.0661225395963845,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_02000_d_0000028.jpg,9,2,0,0,0,0,0,443,0.02374461106956005,0.06773450256688604,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_02500_d_0000029.jpg,6,3,11,1,8,0,3,201,0.033616334199905396,0.15875918764276184,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_03000_d_0000030.jpg,11,3,2,0,0,0,0,164,0.06335821002721786,0.0951447180948504,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_03500_d_0000031.jpg,18,5,5,0,1,0,0,286,0.06120816618204117,0.07689896043000052,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_04000_d_0000032.jpg,13,3,1,0,0,0,0,257,0.046092692762613297,0.055819763891715855,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_04500_d_0000033.jpg,21,11,26,5,19,1,11,1000,0.023125411942601204,0.11942395458760206,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000026_04978_d_0000034.jpg,18,7,27,0,16,0,13,868,0.024831458926200867,0.09547792327234622,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000055_00000_d_0000109.jpg,0,0,101,0,57,0,28,1000,0.00535227544605732,0.023698393246187364,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000055_00714_d_0000110.jpg,0,1,85,0,48,0,25,1000,0.004056425299495459,0.012827107540547084,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000069_00001_d_0000001.jpg,11,9,23,0,7,0,1,825,0.024107422679662704,0.06855253258550634,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000069_00483_d_0000002.jpg,16,14,11,2,4,1,1,715,0.035818058997392654,0.06584193862089241,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000069_00713_d_0000003.jpg,13,9,36,0,22,0,4,787,0.02765791490674019,0.08758517463117504,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000069_01109_d_0000004.jpg,13,6,18,2,4,0,2,591,0.026310009881854057,0.08950645302334698,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000069_01878_d_0000005.jpg,18,6,18,3,9,2,4,396,0.04255751520395279,0.05377725007727043,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000069_02163_d_0000006.jpg,14,11,35,2,15,1,6,970,0.026084966957569122,0.0760014210220805,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000069_02480_d_0000007.jpg,15,12,49,5,24,0,18,1000,0.031559765338897705,0.07015105803951723,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000072_02834_d_0000003.jpg,20,4,53,0,21,0,4,1000,0.04190129414200783,0.016821784230801124,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000076_02142_d_0000009.jpg,3,5,8,1,3,1,2,770,0.011836490593850613,0.07897433113960693,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000081_00000_d_0000001.jpg,15,13,71,11,63,6,51,1000,0.05498523265123367,0.041544919511014286,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000086_00000_d_0000001.jpg,17,11,20,4,17,1,6,1000,0.02739022485911846,0.038571373456790126,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000086_00592_d_0000002.jpg,13,4,52,2,38,2,27,1000,0.02954336442053318,0.04480806705398208,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000086_01084_d_0000003.jpg,24,25,122,14,118,10,95,1000,0.048087988048791885,0.079554012345679,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000086_01443_d_0000004.jpg,32,23,75,29,67,18,52,1000,0.06182250380516052,0.06388832909707093,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000086_01954_d_0000005.jpg,15,8,158,12,151,10,124,1000,0.044342223554849625,0.0462814845073832,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_00180_d_0000026.jpg,0,1,1,0,0,0,0,687,0.0039032085333019495,0.05229169399401437,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_00502_d_0000027.jpg,1,2,2,0,0,0,0,236,0.01296946033835411,0.04807621126112883,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_01734_d_0000028.jpg,0,0,4,0,0,0,0,367,0.007425367366522551,0.08701869944440675,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_02544_d_0000029.jpg,0,5,14,0,0,0,0,1000,0.014960999600589275,0.043755572894286505,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_02964_d_0000030.jpg,0,14,10,0,0,0,0,1000,0.02503148280084133,0.02974754430799617,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_03349_d_0000031.jpg,1,2,3,0,0,0,0,154,0.025473913177847862,0.12943903551424416,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_03738_d_0000032.jpg,0,3,3,0,0,0,0,276,0.016496598720550537,0.05648995861320307,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_04122_d_0000033.jpg,2,3,2,0,0,0,0,327,0.012501876801252365,0.06917080911564934,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_04513_d_0000034.jpg,2,0,0,0,0,0,0,1000,0.007422761991620064,0.07408877807178235,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000103_04948_d_0000035.jpg,0,1,1,0,0,0,0,791,0.003926973324269056,0.025651280427588186,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000115_00315_d_0000080.jpg,3,1,58,0,56,0,47,1000,0.012533211149275303,0.025175192144759138,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000115_00796_d_0000081.jpg,5,10,73,1,66,0,45,1000,0.027379781007766724,0.01984407528443476,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000115_01031_d_0000082.jpg,7,3,56,2,50,0,34,1000,0.021274279803037643,0.02240263404744614,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_00351_d_0000083.jpg,13,11,61,9,56,3,31,1000,0.03364071249961853,0.039433120007262165,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_00819_d_0000084.jpg,3,2,33,0,24,0,14,1000,0.015257500112056732,0.03460452977487291,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_01059_d_0000085.jpg,7,5,63,1,58,0,51,1000,0.025016343221068382,0.035608992979908015,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000116_01338_d_0000086.jpg,4,7,50,2,45,0,40,1000,0.02291586995124817,0.016320450556765915,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_00112_d_0000087.jpg,8,1,121,0,112,0,90,1000,0.014122460037469864,0.019134182931150163,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_01326_d_0000088.jpg,8,8,54,0,34,0,28,1000,0.019629184156656265,0.023266594296311373,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_01731_d_0000089.jpg,12,0,35,1,26,0,20,1000,0.015277567319571972,0.01724864870977226,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_02708_d_0000090.jpg,8,5,92,2,62,1,40,1000,0.019449446350336075,0.021790325741984605,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000117_03096_d_0000091.jpg,6,10,18,1,7,0,0,1000,0.02190297469496727,0.01673597258972793,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000129_02411_d_0000138.jpg,82,44,104,2,71,0,69,1000,0.08862368762493134,0.053394223931856694,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_00001_d_0000001.jpg,5,3,50,2,45,0,33,1000,0.014326210133731365,0.08427568234083757,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_00401_d_0000001.jpg,8,9,51,5,42,1,31,1000,0.019832633435726166,0.10307061698136044,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_00801_d_0000001.jpg,6,9,43,2,38,1,31,822,0.022161178290843964,0.1429783572379569,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_01201_d_0000001.jpg,1,6,58,1,56,1,48,1000,0.01671222597360611,0.1316708348462842,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_01601_d_0000001.jpg,8,9,55,6,51,6,46,949,0.01892302744090557,0.14067659162430404,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000153_01801_d_0000001.jpg,6,8,49,4,48,2,44,1000,0.018374282866716385,0.15795809882595013,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_00001_d_0000001.jpg,10,9,41,6,37,1,33,1000,0.021390210837125778,0.08548023329702252,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_00401_d_0000001.jpg,6,8,54,5,46,2,33,1000,0.022447483614087105,0.10976710390946502,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_00801_d_0000001.jpg,13,5,59,10,57,5,48,1000,0.02395538240671158,0.14480800653594772,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_01201_d_0000001.jpg,18,5,63,15,60,7,47,1000,0.029371757060289383,0.15981345315904139,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_01601_d_0000001.jpg,15,27,86,10,76,5,63,1000,0.053170345723629,0.0905054163640765,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000154_02001_d_0000001.jpg,13,17,70,9,65,5,55,1000,0.04440326616168022,0.11880798384168482,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_00001_d_0000001.jpg,15,13,82,8,65,6,46,1000,0.03452790156006813,0.051069845376422174,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_00401_d_0000001.jpg,20,20,102,11,95,3,75,1000,0.045191340148448944,0.06746253177196805,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_00801_d_0000001.jpg,16,16,90,9,77,5,67,1000,0.03305874019861221,0.03972755537400145,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_01201_d_0000001.jpg,10,6,84,6,76,2,61,1000,0.031717658042907715,0.05100577190752844,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_01601_d_0000001.jpg,15,17,58,11,52,4,34,1000,0.041149504482746124,0.06052240680222706,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000155_01871_d_0000001.jpg,7,7,48,7,39,3,34,877,0.018785299733281136,0.07046777414669572,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_00001_d_0000001.jpg,10,2,24,4,22,1,15,804,0.019016874954104424,0.05187214808763012,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_00401_d_0000001.jpg,6,3,39,5,34,3,26,1000,0.02368726022541523,0.0650063619583636,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_00801_d_0000001.jpg,7,16,23,5,20,2,12,1000,0.023215044289827347,0.056363925199709515,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000162_01058_d_0000001.jpg,2,14,55,2,46,0,42,1000,0.02112019993364811,0.06302363985717745,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000163_00001_d_0000001.jpg,13,8,56,10,48,5,36,1000,0.02430456504225731,0.060124288913096104,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000163_00359_d_0000001.jpg,6,4,48,4,45,4,44,1000,0.014260148629546165,0.09452010711692084,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000165_04325_d_0000105.jpg,9,7,20,3,11,0,5,1000,0.016579672694206238,0.07652194913459211,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000166_00558_d_0000118.jpg,10,11,61,0,19,0,10,1000,0.02552007883787155,0.03103398654986686,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_00000_d_0000103.jpg,10,10,53,6,48,1,39,1000,0.027149975299835205,0.06966359537642218,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_01497_d_0000111.jpg,15,13,72,12,60,1,34,1000,0.03949402645230293,0.04709800895666909,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_01705_d_0000112.jpg,20,15,114,11,106,1,82,1000,0.039819445461034775,0.07077249001452432,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_01876_d_0000113.jpg,16,4,91,9,88,3,68,1000,0.0345299057662487,0.04378272512708787,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02029_d_0000114.jpg,6,5,87,2,80,0,56,1000,0.034399066120386124,0.04292706820382474,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02212_d_0000115.jpg,8,8,70,7,66,3,46,1000,0.030275603756308556,0.08814629478334544,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02416_d_0000116.jpg,2,0,48,2,45,1,38,1000,0.011248230002820492,0.14507437666424594,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02606_d_0000117.jpg,4,6,45,4,44,3,36,1000,0.01531972922384739,0.09549940994916485,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000193_02725_d_0000118.jpg,2,3,37,2,36,2,28,1000,0.016569236293435097,0.09849842653110627,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00000_d_0000119.jpg,9,8,45,8,43,3,31,1000,0.020634012296795845,0.058739386649721614,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00200_d_0000120.jpg,11,17,65,6,61,6,53,1000,0.03359059989452362,0.023125574921326556,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00399_d_0000121.jpg,13,25,130,11,126,6,100,1000,0.04459921270608902,0.025426379811183734,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00625_d_0000122.jpg,24,13,59,19,54,3,37,1000,0.03803175687789917,0.0400051591624304,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00800_d_0000123.jpg,7,12,47,5,36,3,30,1000,0.027875447645783424,0.05925122549019608,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_00998_d_0000124.jpg,6,5,36,2,35,1,24,1000,0.013097596354782581,0.1340644290123457,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000194_01192_d_0000125.jpg,3,5,20,0,18,0,15,847,0.01238848827779293,0.189469029895909,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000196_04512_d_0000144.jpg,9,9,60,5,57,2,38,1000,0.022114407271146774,0.06766128056160736,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000199_01269_d_0000166.jpg,7,5,9,1,6,1,5,855,0.017459681257605553,0.040862208000484145,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_02500_d_0000240.jpg,11,19,83,9,76,4,55,1000,0.03650371730327606,0.09640224725030343,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_02965_d_0000241.jpg,39,56,55,19,43,7,29,1000,0.07122324407100677,0.08254356544617077,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_03478_d_0000242.jpg,39,34,76,12,58,1,39,1000,0.06690266728401184,0.1048601970584466,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_03920_d_0000243.jpg,42,36,122,8,90,1,55,1000,0.0756845772266388,0.12026516196636286,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_04405_d_0000244.jpg,33,37,73,7,55,2,39,1000,0.06306988000869751,0.11026581782270771,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_04998_d_0000245.jpg,34,13,103,11,83,2,49,1000,0.05413105711340904,0.0671545785557591,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_05340_d_0000246.jpg,34,7,104,9,86,5,57,1000,0.04615958407521248,0.07031704623410302,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000213_05745_d_0000247.jpg,30,10,71,3,52,1,28,1000,0.036856990307569504,0.08238137669523789,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00000_d_0000256.jpg,29,49,128,13,119,7,105,1000,0.06615850329399109,0.06523852439860989,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00447_d_0000257.jpg,35,38,18,7,10,1,7,1000,0.05397050082683563,0.0534619000233696,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_00909_d_0000258.jpg,39,35,54,13,41,0,22,1000,0.05625133588910103,0.05184087191200971,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_01395_d_0000259.jpg,27,27,29,8,15,0,5,1000,0.04006087779998779,0.04685248509246066,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_01869_d_0000260.jpg,35,16,43,13,37,1,26,1000,0.04509200528264046,0.07866993087123353,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02319_d_0000261.jpg,38,25,69,16,57,10,34,1000,0.06625302881002426,0.0776730556120949,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02667_d_0000262.jpg,41,32,42,18,30,6,19,1000,0.06362096220254898,0.08424814362500094,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_02932_d_0000263.jpg,26,7,22,3,15,1,7,1000,0.03093671426177025,0.06992923159267551,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000215_03226_d_0000264.jpg,10,1,13,1,11,0,10,1000,0.011836367659270763,0.04030697469299139,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000216_00520_d_0000001.jpg,38,15,71,20,58,1,54,1000,0.037763457745313644,0.05310371199614025,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000220_01242_d_0000004.jpg,6,8,31,1,24,0,13,951,0.016042765229940414,0.07797472804708303,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000223_01802_d_0000005.jpg,21,22,43,9,32,3,24,1000,0.03869173675775528,0.1217147633744856,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000237_00001_d_0000001.jpg,3,0,12,1,12,0,8,489,0.008554135449230671,0.10368432280319535,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00001_d_0000001.jpg,13,6,29,10,18,8,15,801,0.02693250961601734,0.08438489469862019,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00500_d_0000002.jpg,10,4,43,6,35,6,24,1000,0.023258868604898453,0.11818482964173324,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00627_d_0000003.jpg,9,4,36,6,32,4,26,719,0.0254801157861948,0.057488751210360685,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00843_d_0000004.jpg,2,0,0,0,0,0,0,101,0.01758398674428463,0.0580582864318567,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_00963_d_0000005.jpg,4,3,9,0,5,0,0,1000,0.010801244527101517,0.03846157861292665,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01139_d_0000006.jpg,20,16,52,17,48,10,44,1000,0.04002342373132706,0.1078526612805616,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01475_d_0000007.jpg,32,12,33,18,27,9,20,1000,0.038586024194955826,0.08256992102396514,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_01912_d_0000008.jpg,9,0,41,8,41,4,39,1000,0.012927807867527008,0.08508557250060518,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_02400_d_0000009.jpg,15,5,19,11,18,5,16,931,0.019444571807980537,0.06839045479302833,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_02762_d_0000010.jpg,19,8,14,10,14,1,8,1000,0.02670837938785553,0.05753068264342774,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_03199_d_0000011.jpg,3,0,6,1,5,0,1,288,0.011919718235731125,0.08505471586782862,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_03668_d_0000012.jpg,10,6,31,2,27,1,19,1000,0.020227961242198944,0.11303743040426048,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_04116_d_0000013.jpg,3,1,5,1,4,0,4,602,0.00824112631380558,0.04832117677317841,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_04600_d_0000014.jpg,16,5,13,4,10,1,7,1000,0.020064322277903557,0.05757043542725732,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_05059_d_0000015.jpg,1,1,36,1,35,1,27,643,0.010747077874839306,0.06167324043815057,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_05570_d_0000016.jpg,7,2,25,5,25,3,17,720,0.016711749136447906,0.08132250060518034,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_06010_d_0000017.jpg,3,0,38,3,37,1,37,651,0.009177245199680328,0.07611976519002663,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000242_06452_d_0000018.jpg,1,3,11,0,10,0,5,522,0.012337085790932178,0.06260278231663036,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_00001_d_0000001.jpg,12,4,34,8,31,3,26,1000,0.021005425602197647,0.05839621157104818,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_00500_d_0000002.jpg,12,16,20,10,18,7,14,1000,0.03272911533713341,0.09407679738562091,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_01000_d_0000003.jpg,19,28,103,13,102,7,92,1000,0.050185736268758774,0.07758309882595013,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_01500_d_0000004.jpg,9,26,87,9,83,5,51,1000,0.03958214819431305,0.08609622367465505,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_02000_d_0000005.jpg,36,44,93,32,90,19,81,1000,0.06534373760223389,0.08992010862987171,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_02500_d_0000006.jpg,19,22,94,16,86,9,75,1000,0.04560663923621178,0.14038428195352215,lowlight,none,0.0
datasets\VisDrone-LL\LL2\images\val\0000244_03000_d_0000007.jpg,14,5,30,10,29,5,23,1000,0.025756647810339928,0.10950607449770032,lowlight,none,0.0
